"CH4_mix"	"CH4_H2"	"CH4_ac"	"CH4_me"	"MOB_I"	"MOB_II"	"MOB_IIa"	"ANME"	"AOA"	"AOB"	"NOB"	"Anamx"	"SOxB"	"SRB_syn"	"SRB"	"FeOB"	"FeRB"	"Methanogen"	"Methanotroph"	"Methanogen_Troph"	"AOA_NOB"	"AOB_NOB"	"AO_NOB"
"WestPond_TuleA_D2"	8120.58330950534	23414.0762223766	3758.01642089784	3186.14435684817	57179.0368040521	1021.20011437441	21371.6759936277	0	8.1696009149953	10514.276377599	196.070421959887	0	35733.8344021895	89228.3811935787	104889.506147625	14697.1120460765	9476.73706139455	27172.0926432744	79571.9129120542	0.341478439425052	0.0416666666666667	53.625	53.6666666666667
"WestPond_TuleB_D1"	6056.59127472319	13400.2081953251	1305.95249361219	1977.85558815179	74155.3894198921	1523.61124254755	15179.331882275	0	28.390271600265	9094.35033595155	416.39065013722	0	14545.2824832024	83552.5693195798	105015.61464938	13040.5980883884	7769.47099460585	14706.1606889373	90858.3325447147	0.161858139777107	0.0681818181818181	21.8409090909091	21.9090909090909
"WestPond_TuleB_D2"	2698.66560446126	22296.3553077076	3694.48317068313	1513.64270065724	19119.6972714599	1005.77574188409	1961.76060545708	0	59.7490539733122	3574.98506273651	468.034256124278	0	5038.83688508265	120045.807608046	110037.841067516	16600.2788289185	10744.871539534	25990.8384783908	22087.233618801	1.17673579801623	0.127659574468085	7.63829787234044	7.76595744680852
"WestPond_TuleC_D1"	6061.41344168387	10832.2786918004	832.611736495038	2056.55098914275	83344.4348231532	1357.15713048691	16119.3632185439	0	24.9783520948512	11589.9553720109	124.891760474256	0	15511.5566509025	59548.3913941251	72154.1330846599	8092.98607873177	9849.7968427363	11664.8904282955	100820.955172184	0.115699066809811	0.2	92.8	93
"WestPond_TuleC_D2"	10499.6837444655	11871.7462170973	1712.64535590911	2004.57354157544	96988.2742178757	2131.07575536418	23821.3399503722	0	38.9237580888434	9244.39254610033	272.466306621904	0	18907.2154916557	73653.4812436141	94613.9249744563	11171.1185714981	10139.6389821437	13584.3915730064	122940.689923612	0.11049548836473	0.142857142857143	33.9285714285715	34.0714285714286
"WestPond_CattailA_D1"	4952.22807571786	3526.32792288185	239.073079517414	1220.98037039251	41009.5714615049	4038.6273789906	22532.6377445163	0	34.1532970739163	17273.0299951332	14301.6931497025	8.53832426847907	27160.4094980319	46226.4875895457	98498.1087611746	8282.17454042469	6856.27438758869	3765.40100239927	67580.8365850118	0.0557169930511686	0.00238805970149253	1.20776119402985	1.21014925373134
"WestPond_CattailA_D2"	12684.1925332445	26078.419340983	4146.24952883528	5171.85459199328	34984.5282655002	1989.84913963131	24404.1409900157	0	78.8926971659991	7319.48912595657	324.336643904663	0	41357.3050254647	106750.585120837	106908.370515169	29085.1076885316	5022.83505290194	30224.6688698183	61378.5183951472	0.492430734075979	0.243243243243243	22.5675675675675	22.8108108108108
"WestPond_CattailB_D1"	905.555420800285	5457.58847357315	315.327334028671	760.019728171667	76422.4092625383	954.067318343157	6443.99705694489	0	48.5118975428724	25307.0398848651	881.299472028848	0	29850.9876213808	45431.3920489	44291.3624566425	8101.48688965969	7899.35398323105	5772.91580760182	83820.4736378263	0.0688723835246456	0.0550458715596331	28.7155963302752	28.7706422018349
"WestPond_CattailB_D2"	2928.57804071397	17428.4055239041	3627.06073433253	1312.8108458373	53959.8919455688	252.46362419948	4636.91523113045	8.41545413998266	25.246362419948	8398.6232317027	370.279982159237	0	14112.7165927509	104923.882217304	96163.3944575819	14701.7983825497	8465.94686482256	21055.4662582366	58849.2708008987	0.357786357786358	0.0681818181818182	22.6818181818182	22.75
"WestPond_CattailC_D1"	7634.62233465847	2123.23816407662	99.3856161908204	533.068305023491	69100.1084206722	3297.79544633176	15973.9790386701	0	18.0701120346946	38462.2334658475	4553.66823274304	0	40278.2797253343	48843.5128297795	86962.4141669679	6812.43223707987	4815.68485724611	2222.62378026744	88371.8829056741	0.0251508025764237	0.00396825396825397	8.44642857142857	8.45039682539682
"WestPond_CattailC_D2"	12376.8676061649	20785.2193995381	3035.30188056747	2488.57048593109	43474.5722769478	895.508318800962	15921.1952679455	0	28.2792100673988	4336.14554366781	395.908940943583	0	23028.7033982184	84045.8123203092	147674.034971957	10953.4806994391	5816.09087052835	23820.5212801056	60291.2758636943	0.395090681676047	0.0714285714285714	10.9523809523809	11.0238095238095
"MayberryNE_TuleA_D1"	14743.8228317144	21920.9391719911	4424.01260540578	1246.68848371513	26613.3361037522	1056.22218759199	2484.71940851557	34.6302356587536	1255.34604262982	2856.99444184718	1800.77225425519	0	12865.132547227	91415.1645801949	79623.5693383894	10960.4695859955	20942.6350146312	26344.9517773968	30154.2776998597	0.873672121734137	0.697115384615385	1.58653846153846	2.28365384615385
"MayberryNE_TuleA_D2"	4941.03921949881	8189.31500268783	1098.00871544418	1269.57257723233	2504.83238210703	8463.81718154888	1212.38462330295	13587.8578536218	14377.0516178472	12661.4129999657	6576.61470187919	0	15372.1220162185	32780.1351923231	68202.3538561837	6530.86433873569	7320.05810296119	9287.32371813201	12181.0341869589	0.76244131455399	2.18608695652174	1.92521739130435	4.11130434782609
"MayberryNE_TuleB_D1"	5370.90812026305	24314.6834480583	4189.95543116906	3445.79346269888	25600.789458784	930.202460587727	695.629666178648	396.347135380857	970.646045830671	2272.92949065349	582.387627498402	0	20254.1474896667	94257.8197672068	82456.3815933155	6317.28801494794	5435.61785665175	28504.6388792274	27226.6215855503	1.04693998811646	1.66666666666667	3.90277777777778	5.56944444444445
"MayberryNE_TuleB_D2"	2662.31680724826	20757.6192971483	1639.64908128941	3177.87656992174	8248.95620277557	2822.90099562196	912.794333913691	887.438935749421	5392.24800960125	6719.18051353134	2129.85344579861	0	21509.8294426883	62906.7428455518	120877.634848459	8485.60658564209	10395.7132473504	22397.2683784377	11984.6515323112	1.8688293370945	2.53174603174603	3.15476190476191	5.68650793650794
"MayberryNE_TuleC_D1"	21108.9991958477	19208.2754587324	3591.27129176109	922.947583887711	32595.5844725492	749.323780978141	868.119014547847	36.5523795599093	548.28569339864	3472.47605819139	2037.79516046495	0	13716.280429856	79611.0826814826	72675.2686599897	13880.7661378756	22260.3991519848	22799.5467504934	34213.0272680752	0.666399572649572	0.269058295964125	1.70403587443946	1.97309417040359
"MayberryNE_TuleC_D2"	5259.81302159115	13964.8453832388	744.234274915124	1714.24748716405	4799.89296405933	11079.8922950847	1513.55509842289	919.840115063636	35949.0241332598	5836.80363922198	4766.44423260248	0	9984.44633987256	40079.9424681819	100128.777616109	4900.23915842991	11414.3796096533	14709.079658154	17393.3403575669	0.845673076923078	7.5421052631579	1.22456140350877	8.76666666666667
"MayberryNE_CattailA_D1"	2159.06840669694	2382.64057898805	504.634331742777	191.633290535232	7007.39065723831	15215.6832684974	236.347724993453	140.531079725837	34264.0323476994	5557.36542552172	12500.8783192483	0	3008.64266140314	18882.2668940715	45615.1109237363	2810.62159451673	8003.88376802151	2887.27491073082	22459.4216507292	0.128555176336746	2.74092999489013	0.444557996934083	3.18548799182422
"MayberryNE_CattailA_D2"	258.937872975918	590.137477945117	180.654329983199	240.872439977599	740.682752931115	27320.9565044592	385.395903964159	608.202910943437	26754.9062705118	13820.0562437147	19071.0754352264	0	4281.50762060182	10604.4091700138	40647.2242462198	939.402515912636	2252.15731379055	770.791807928316	28447.0351613545	0.0270956816257409	1.40290495737291	0.724660562046098	2.127565519419
"MayberryNE_CattailB_D1"	1196.08640528192	2918.45082888788	542.225837061136	932.947396119897	6084.09284820069	15549.123268665	478.434562112767	621.964930746598	38633.5908906059	11227.2643909129	11442.5599438637	0	4058.71986858997	21585.3726606543	51973.9412641836	3285.250659841	7822.40509054375	3460.67666594901	22111.6506789784	0.156509195816805	3.37630662020906	0.981184668989547	4.3574912891986
"MayberryNE_CattailB_D2"	356.020512258744	390.253253822086	95.8516763773544	123.237869628027	219.089546005381	15541.6646697568	725.734121142826	2012.88520392444	43400.2697540035	16157.8540178969	21066.8291580799	0	3211.03115864137	7079.33095529889	34082.1175004622	1143.37356821558	2019.73175223711	486.10493019944	16486.488336905	0.029485049833887	2.06012349691258	0.766980825479364	2.82710432239194
"MayberryNE_CattailC_D1"	134.578181512322	185.044999579443	50.4668180671209	75.7002271006813	6148.54066784423	24695.0963075112	849.524770796535	243.922953991084	36756.665825553	4028.93430902515	21381.1085877702	0	5013.03726133401	8798.04861636807	52064.9339725797	3347.63226511902	6611.15316679283	235.511817646564	31693.1617461519	0.00743099787685773	1.71911880409127	0.188434303697876	1.90755310778914
"MayberryNE_CattailC_D2"	465.353765810718	452.427272315976	84.022207715824	168.044415431648	1221.55363525313	12861.8610272684	1383.13480393741	6767.01934449751	50322.8391750312	20650.0733578506	20262.2785530083	0	3490.15324358038	8182.47038217178	37493.2943814996	1247.40662224262	2216.89363434827	536.4494800318	15466.549466459	0.0346844964479733	2.4835725677831	1.01913875598086	3.50271132376397
"MayberrySE_TuleA_D1"	707.390146471371	1400.90989791389	658.843763870395	353.695073235686	13669.2743009321	28219.3186861961	1914.11451398136	62.4167776298269	22400.6879715935	5360.90767865069	11276.6311584554	0	7323.56857523303	15985.6302707501	66550.1553484243	4785.28628495339	9570.57256990679	2059.75366178429	43802.7075011096	0.0470234325522483	1.98646986469865	0.475399753997541	2.46186961869619
"MayberrySE_TuleA_D2"	695.590400852468	984.186418227429	466.193566528782	628.991319919785	2271.76864959264	35260.513404915	1775.97549153822	162.797753391003	16353.7743179144	8125.08787378734	8280.48572929693	0	2449.36619874646	12535.4270111072	49875.3117206983	3507.55159578798	6082.7160585184	1450.37998475621	39308.2575460458	0.0368975903614458	1.97497765862378	0.981233243967829	2.95621090259161
"MayberrySE_TuleB_D1"	857.563982312744	955.826521952745	348.385367814552	98.2625396400018	1268.48005717093	22600.3841172004	1214.88230827638	151.860288534548	32605.2972441824	14757.2468622984	8825.76265130198	0	20831.6584036803	8664.96940461833	160802.179641788	1947.38487650185	2885.34548215642	1304.2118897673	25083.7464826477	0.051994301994302	3.69433198380567	1.67206477732794	5.36639676113361
"MayberrySE_TuleB_D2"	51.1465348222658	176.171397721138	102.293069644532	11.3658966271702	721.734435825306	34836.4731622766	767.198022333987	733.100332452476	34785.3266274543	15287.1309635439	14343.7615434887	0	2051.54434120422	1778.76282215213	73071.3494160771	2710.76634558008	994.515954877391	278.46446736567	36325.4056204359	0.00766583229036296	2.42511885895405	1.06576862123614	3.49088748019018
"MayberrySE_TuleC_D1"	874.789113338748	830.157015719425	267.792585715943	160.675551429566	2918.93918430379	23887.0986458621	517.732332384158	151.749131905701	39490.4799735778	15246.324546761	10961.643175306	0	11532.9340248333	7417.85462433163	129406.303837468	2651.14659858784	2526.17672525373	1097.94960143537	27323.7701625501	0.0401829467494283	3.60260586319218	1.39087947882736	4.99348534201954
"MayberrySE_TuleC_D2"	33.5053273470482	214.434095021108	201.031964082289	6.70106546940964	221.135160490518	25551.162634859	482.476713797494	502.579910205723	17302.1510420157	16397.5072036454	8295.91905112913	0	2043.82496816994	1306.70776653488	69804.9989948402	3002.07733029551	2084.0313609864	415.466059103397	26254.774509147	0.0158244002041858	2.08562197092084	1.97657512116317	4.06219709208401
"MayberrySE_CattailA_D1"	2804.33983082016	1792.93858036042	268.174573985534	314.14735809734	2191.36937599608	30794.1032242246	1172.30599485105	199.215397817825	7876.67034448939	9861.16219198234	7531.87446365085	0	20381.2676229006	12757.4475910261	116280.495280127	6390.216991541	4030.28074046831	2061.11315434596	34157.7785950717	0.060340960071781	1.04577822990844	1.30925737538148	2.35503560528993
"MayberrySE_CattailA_D2"	7.71438269509674	262.289011633289	146.573271206838	0	671.151294473416	27887.4934427747	424.291048230321	2661.46202980837	53676.674792483	14842.4723053661	16323.6337828247	0	833.153331070448	2823.46406640541	107553.923535039	3216.89758385534	3124.32499151418	408.862282840127	28982.9357854785	0.0141070002661698	3.2882797731569	0.909262759924386	4.19754253308128
"MayberrySE_CattailB_D1"	449.467060485425	1136.50956722743	423.783228457686	102.735328110954	1091.56286117889	29395.1457557468	359.57364838834	1226.40297932451	22563.2464363683	17850.2632592783	11127.5202260177	0	5258.76460767947	5387.18376781816	115545.139334789	2260.17721844099	2189.54668036471	1560.29279568512	30846.282265314	0.0505828476269775	2.02769763416041	1.60415464512406	3.63185227928447
"MayberrySE_CattailB_D2"	583.845978582821	341.763499658237	156.641604010025	28.4802916381864	1032.41057188426	32588.5737069948	377.363864205969	5112.21234905445	52944.8621553885	10373.9462292094	16354.8074732285	0	1203.29232171337	2456.42515379358	56512.0186830713	1744.41786283892	761.847801321485	498.405103668262	33998.348143085	0.0146596858638744	3.2372659991293	0.634305616020897	3.8715716151502
"MayberrySE_CattailC_D1"	3251.00570680138	1925.65565846509	576.917079864035	202.700595627904	4584.15193189261	28752.2998721427	561.324726354196	15.5923535098388	13830.417563227	8451.05560233261	6431.8458228085	0	12622.0101662145	12115.2586771447	103954.220850095	4381.4513362647	4233.32397792123	2502.57273832912	33897.7765303895	0.0738270469181232	2.15030303030303	1.31393939393939	3.46424242424242
"MayberrySE_CattailC_D2"	198.935976718807	403.555838486723	335.349217897417	45.4710803928701	238.723172062568	25355.8112040742	341.033102946526	750.272826482357	43794.334303383	11191.5696616952	14834.9399781739	0	1409.60349217897	4370.90760276464	110022.962895598	1330.02910149145	2068.93415787559	738.90505638414	25935.5674790833	0.0284900284900285	2.95210727969348	0.754406130268199	3.70651340996168
"MayberryNW_TuleA_D1"	9151.15961575059	4054.31122216799	355.786495006578	455.075749427018	4691.4172713658	27726.524296908	2018.88150654896	2093.34844736428	15191.2559263274	7082.6334819914	7272.93788629725	0	8596.79461190313	23448.812252294	34097.5847888862	6031.82220604175	11964.3551576631	4410.09771717456	34436.8230748227	0.128063431042768	2.08873720136519	0.973833902161546	3.06257110352674
"MayberryNW_TuleA_D2"	1502.25708576926	1724.26552208984	148.00562421372	407.01546658773	666.02530896174	11522.2378450381	703.026715015171	4817.58306815659	52031.3771923333	24161.9181528898	14230.7407681492	0	8628.72789165988	17375.8602826907	40449.9370976097	16798.6383482572	5313.40190927255	1872.27114630356	12891.289869015	0.145235361653272	3.65626625065002	1.69786791471659	5.35413416536661
"MayberryNW_TuleB_D1"	6852.74784586618	4732.34766852362	607.205505329915	799.969157815602	5879.29140081346	17339.0905410876	1108.3910017927	1946.91289010544	10129.7299381229	8635.81163135879	6370.83871465197	0	12674.2101509339	33492.6846193882	35680.5520751007	7739.46064730035	9734.5644505272	5339.55317385354	24326.7729436938	0.219492868462757	1.59001512859304	1.35552193645991	2.94553706505295
"MayberryNW_TuleB_D2"	644.095538312318	788.069835111541	151.551891367604	280.370999030067	856.268186226964	19951.8064985451	704.71629485936	5910.52376333657	53103.7827352085	12442.4102812803	15481.0257032008	0	3531.15906886517	14064.0155189137	21891.6707080504	4705.68622696411	3447.80552861299	939.621726479145	21512.7909796314	0.0436773511799929	3.4302496328928	0.803720019579049	4.23396965247185
"MayberryNW_TuleC_D1"	4024.9577304625	1496.26681429833	239.402690287732	261.846692502207	7870.36344320919	31810.6324719824	703.245402720213	4488.80044289498	60411.7726272949	6688.31265991351	11072.3744258076	0	5034.93783011386	13847.949366331	36164.7689015905	2693.28026573699	11334.2211183098	1735.66950458606	40384.2413179118	0.0429788810670619	5.45608108108108	0.604054054054054	6.06013513513513
"MayberryNW_TuleC_D2"	4656.06307775965	1774.06199021207	108.754758020663	292.278412180533	1189.50516585101	25598.1511691137	734.094616639478	1549.75530179445	35637.5747688961	10222.9472539424	11990.2120717781	0	5526.10114192496	15912.1805328983	37336.867862969	7558.45568243611	6117.45513866232	1882.81674823273	27521.7509516042	0.0684119535687823	2.97222222222222	0.852607709750567	3.82482993197279
"MayberryNW_CattailA_D1"	991.988511828282	6027.51114806137	1209.28123346686	642.430655279268	11563.7517950268	3051.54561257652	425.137933640692	2097.34713929408	11223.6414481143	18517.1188874613	5366.18547350918	0	10685.1333988361	44412.7428009977	46510.0899402917	9022.37170281913	22834.6307913234	7236.79238152823	15040.4353412441	0.481155778894472	2.09154929577465	3.45070422535211	5.54225352112676
"MayberryNW_CattailA_D2"	393.373836269067	1158.26740679225	262.249224179378	218.541020149482	633.768958433498	14321.7215204627	1456.94013432989	1245.68381485205	29881.8421551059	11983.3326048633	9637.65898859216	0	1609.91884843452	13360.141031805	42630.0683304923	2090.70909276338	17184.608884421	1420.51663097163	16412.4306132261	0.0865512649800265	3.1005291005291	1.24338624338624	4.34391534391535
"MayberryNW_CattailB_D1"	3016.37715360457	5296.4034138292	479.071665572491	567.788640678507	4755.2298656825	21017.0514026153	1233.16595397363	1392.85650916446	33535.0165900743	11284.7992334853	11275.9275359747	0	12606.6821625649	31361.4506999769	52351.8870100605	11275.9275359747	5349.63359889282	5775.47507940169	27005.4472222715	0.213863337713535	2.97403619197482	1.00078678206137	3.97482297403619
"MayberryNW_CattailB_D2"	2005.68826343565	1520.70626530981	156.180643464251	221.940914396567	3033.19249675309	20229.5033455538	805.563318920874	3953.83628980551	35781.8074210466	5926.644417775	10258.6022654413	0	3789.43561247472	13193.154355796	34894.0437634603	4323.73781379979	3403.09402074737	1676.88690877406	24068.2591612278	0.0696721311475408	3.48798076923077	0.577724358974359	4.06570512820513
"MayberryNW_CattailC_D1"	2187.43529962462	3501.69683767069	684.136143092476	486.096733249916	8938.77881698457	12998.5867187571	1638.32602687935	2790.55532050878	25880.1501498798	12836.5544743404	10721.1335055676	0	6598.31306429979	24880.9513093106	45900.1341266912	7966.58535048475	11450.2786054425	4185.83298076317	23575.691562621	0.177548682703322	2.41393786733837	1.19731318219983	3.6112510495382
"MayberryNW_CattailC_D2"	169.880811622566	319.375925850423	163.085579157663	67.9523246490264	856.199290577731	16566.7767494326	394.123482964353	2378.33136271592	46132.8332042239	11803.3187915359	14813.6067734877	0	754.270803604192	6700.09921039399	19291.6649678586	2364.74089778611	2296.78857313708	482.461505008086	17817.0995229746	0.0270785659801679	3.11422018348624	0.796788990825687	3.91100917431192
"Browns_TuleA_D2"	356.760613628256	405.727756675271	6.99530614957364	20.9859184487209	18110.8476212462	24812.3509125377	5911.03369638972	6.99530614957364	18614.5096640154	38747.0007624884	59984.7502325939	0	2315.44633550887	4421.03348653054	63510.384531979	8254.46125649689	39530.4750512406	412.723062824845	48834.2322301736	0.00845151124480733	0.310320699708455	0.64594752186589	0.956268221574345
"Browns_TuleB_D1"	23.5212946120554	15.6808630747036	0	0	8161.88923038324	4280.87561939409	619.394091450793	0	40433.1054381233	63233.0803487424	61233.7703067176	0	1113.34127830396	1034.93696293044	22807.8153421564	3504.67289719626	15539.7353070313	15.6808630747036	13062.1589412281	0.00120048019207683	0.660307298335468	1.03265044814341	1.69295774647888
"Browns_TuleB_D2"	128.76973396173	137.354382892512	25.7539467923459	8.58464893078198	7597.41430374205	14490.88739516	1605.32935005623	0	41918.8407290084	50906.9681595371	67681.3721702851	0	1038.74252062462	1562.40610540232	25153.0213671912	3038.96572149682	23916.8319211586	163.108329684858	23693.6310489583	0.00688405797101448	0.619355657026891	0.752156265854896	1.37151192288179
"Browns_TuleC_D1"	920.431487124418	662.431752097119	20.9188974346459	104.594487173229	13227.7161445077	24300.7858532469	4316.2658373486	0	24593.650417332	51558.1092105905	42521.1455188236	0	2754.32149556171	3598.05035875909	43560.1174247443	3340.0506237318	7516.85714484942	683.350649531765	41844.7678351033	0.0163306115647392	0.578386356182354	1.21252869793375	1.7909150541161
"Browns_TuleC_D2"	1560.67108856808	1505.91069949552	27.3801945362822	287.492042630963	21069.0596956691	26031.7199553703	10027.9962489133	0	12704.4102648349	44212.1691274616	52268.7913697627	0	3155.56742030652	10274.4179997399	107528.868992614	8953.32361336427	20822.6379448426	1533.2908940318	57128.7758999528	0.0268392044092978	0.243059193294919	0.845861707700366	1.08892090099528
"Browns_ThreeSqA_D1"	227.822643999622	164.975018068692	15.7119064827326	31.4238129654652	15444.8040725262	14211.4194136316	3385.91584702887	0	27810.0744744368	56311.4728341137	46837.1932250259	0	1107.68940703265	2592.46456965088	36883.7004682148	3810.13732206266	16638.9089652138	180.686924551425	33042.1393331866	0.00546837850689492	0.593760483059376	1.20228111372023	1.7960415967796
"Browns_ThreeSqA_D2"	598.810734030554	668.439889150385	20.8887465359495	41.7774930718991	37098.4138478464	21891.4063696751	17664.9166539013	0	9692.37839268058	43546.0736119429	48197.3011739475	0	5110.77998579565	10332.966619783	112952.415435391	13229.5394727681	12881.3936971689	689.328635686335	76654.7368714228	0.0089926423835044	0.201097948569778	0.90349609939324	1.10459404796302
"Browns_ThreeSqB_D1"	113.687232213277	99.4763281866177	14.2109040266597	0	16690.7067793118	12633.4936797004	3105.08252982514	7.10545201332983	22311.1193218557	62527.9777173024	45403.8383651776	0	1200.82139025274	2842.18080533193	42959.5628725921	6650.70308447672	17557.571924938	113.687232213277	32429.2829888374	0.0035056967572305	0.491392801251956	1.37715179968701	1.86854460093896
"Browns_ThreeSqB_D2"	188.894275873793	346.306172435288	0	12.5929517249196	28825.2664983409	9520.27150403919	7398.35913839024	18.8894275873793	9255.81951781587	45523.5204855842	58538.3360932886	0	4099.00578646132	11396.6213110522	149119.437850635	14928.9442698921	14211.1460215717	346.306172435288	45743.8971407703	0.00757054370268409	0.15811552113585	0.777670216198773	0.935785737334623
"Browns_ThreeSqC_D1"	141.894768137192	94.5965120914613	6.75689372081867	20.270681162456	9452.89431542532	18912.5455245714	3696.02086528781	6.75689372081867	27737.0487239606	50163.1789833577	49913.1739156875	0	1114.88746393508	3304.12102948033	54007.8515105036	6547.43001547329	24946.4516172625	101.35340581228	32061.4607052845	0.00316122233930454	0.555705969947204	1.00500879924191	1.56071476918911
